,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type
0,"(41.44708901024058, 2.2477521195123518)","(41.445626, 2.249721)",52.8,231.5,4.384469696969697,5.765,1.401,-0.018850971246641,-1.885097124664109,-0.0188487387677888,1,0,0
1,"(41.445626, 2.249721)","(41.445114749179176, 2.2487049169050413)",21.46666666666667,111.9,5.212732919254658,1.401,4.037,0.0235567484933207,2.3556748493320714,0.0235523925701142,0,0,0
2,"(41.445114749179176, 2.2487049169050413)","(41.442869380485796, 2.247343190807656)",80.26666666666667,390.2,4.8612956810631225,4.037,3.731,-0.0007842138203396,-0.0784213820339654,-0.0007842136595781,1,0,0
3,"(41.442869380485796, 2.247343190807656)","(41.443755, 2.246565)",22.26666666666667,116.1,5.214071856287425,3.731,-0.711,-0.038260119829991,-3.8260119829991073,-0.038241467353025,1,0,0
4,"(41.443755, 2.246565)","(41.44594285014911, 2.244803937458771)",66.13333333333334,290.2,4.388104838709677,-0.711,6.574,0.0251033764555896,2.5103376455589625,0.0250981052373807,0,0,0
5,"(41.44594285014911, 2.244803937458771)","(41.44792407982241, 2.2433456049499902)",53.46666666666666,250.4,4.683291770573566,6.574,9.594,0.0120607027992272,1.2060702799227292,0.0120601180647643,1,0,0
6,"(41.44792407982241, 2.2433456049499902)","(41.44907888278456, 2.2452204848909982)",59.86666666666667,260.7,4.35467706013363,9.594,10.271,0.0025968547977612,0.2596854797761286,0.002596848960354,1,0,0
7,"(41.44907888278456, 2.2452204848909982)","(41.450534450628155, 2.245014527919616)",53.33333333333333,189.9,3.5606250000000004,10.271,15.671,0.0284360169485533,2.8436016948553307,0.0284283561436052,1,0,0
8,"(41.450534450628155, 2.245014527919616)","(41.452901037488374, 2.243501274035628)",66.93333333333334,292.0,4.362549800796812,15.671,23.984,0.0284691771415814,2.846917714158149,0.0284614895135015,1,0,0
9,"(41.452901037488374, 2.243501274035628)","(41.454426, 2.243466)",39.33333333333333,214.8,5.461016949152543,23.984,33.401,0.0438407901501078,4.3840790150107845,0.0438127349461655,1,0,0
10,"(41.454426, 2.243466)","(41.456463818450636, 2.2429899162688547)",27.599999999999998,231.5,8.387681159420291,33.401,44.31,0.0471231118649179,4.7123111864918,0.047088277930481,0,0,0
11,"(41.456463818450636, 2.2429899162688547)","(41.458670382475034, 2.2420503271993906)",36.26666666666666,258.6,7.130514705882355,44.31,51.66,0.0284222678813654,2.84222678813654,0.0284146181796617,1,0,0
12,"(41.458670382475034, 2.2420503271993906)","(41.46172911226626, 2.2410549443084196)",47.33333333333335,349.9,7.392253521126758,51.66,66.322,0.0419033973957682,4.190339739576821,0.0418788972177806,1,0,0
13,"(41.46172911226626, 2.2410549443084196)","(41.46421867656383, 2.2392932113284854)",37.733333333333334,314.2,8.32685512367491,66.322,79.162,0.0408657032695262,4.086570326952628,0.0408429773840834,1,0,0
14,"(41.46421867656383, 2.2392932113284854)","(41.465064, 2.238387)",22.666666666666668,120.9,5.333823529411765,79.162,82.508,0.0276757706483599,2.7675770648359954,0.0276687078242797,1,0,0
15,"(41.465064, 2.238387)","(41.4660312249762, 2.238698948784144)",32.666666666666664,143.2,4.383673469387755,82.508,88.82,0.0440781875695596,4.407818756955962,0.0440496744938447,0,0,0
16,"(41.4660312249762, 2.238698948784144)","(41.467942, 2.24225)",71.46666666666667,368.4,5.154850746268656,88.82,90.045,0.0033251858689497,0.3325185868949766,0.0033251736136583,1,0,0
17,"(41.467942, 2.24225)","(41.468972, 2.242223)",163.06666666666666,817.8,5.015126737530662,90.045,100.71,0.0130410869595589,1.3041086959558994,0.0130403477359909,0,0,0
18,"(41.468972, 2.242223)","(41.469742, 2.243274)",24.666666666666668,123.0,4.986486486486486,100.71,111.788,0.090065064469004,9.006506446900406,0.0898227154963413,0,0,0
19,"(41.469742, 2.243274)","(41.471251610523964, 2.2436608586594042)",21.733333333333334,181.0,8.328220858895705,111.788,124.654,0.0710828580909012,7.108285809090124,0.0709634979004871,0,0,0
20,"(41.471251610523964, 2.2436608586594042)","(41.473082, 2.239689)",50.00000000000001,418.2,8.363999999999999,124.654,161.821,0.0888737441819572,8.887374418195728,0.0886408558642548,1,0,0
21,"(41.473082, 2.239689)","(41.473823, 2.2388)",19.866666666666667,124.5,6.266778523489933,161.821,168.867,0.0565944196708709,5.659441967087099,0.0565341128999664,0,0,0
22,"(41.473823, 2.2388)","(41.475441031261724, 2.2383170277407594)",22.933333333333334,190.7,8.315406976744185,168.867,173.801,0.0258730491794212,2.587304917942121,0.0258672782308792,0,0,0
23,"(41.475441031261724, 2.2383170277407594)","(41.478376450022616, 2.2380461887374743)",67.73333333333333,340.7,5.03001968503937,173.801,190.68,0.049542112717154,4.954211271715402,0.0495016399033516,1,0,0
24,"(41.478376450022616, 2.2380461887374743)","(41.47999310539932, 2.238384405265703)",36.93333333333333,185.2,5.014440433212997,190.68,195.169,0.0242387347293466,2.4238734729346656,0.0242339895183654,1,0,0
25,"(41.47999310539932, 2.238384405265703)","(41.482711, 2.239041)",61.333333333333336,307.4,5.01195652173913,195.169,198.648,0.0113174646957089,1.131746469570897,0.0113169815336578,1,0,0
26,"(41.482711, 2.239041)","(41.48297823098797, 2.237924989149623)",26.93333333333333,109.0,4.047029702970297,198.648,201.421,0.0254404610450114,2.5440461045011467,0.0254349746752583,0,1,0
27,"(41.48297823098797, 2.237924989149623)","(41.482882, 2.237446)",22.933333333333334,113.8,4.962209302325581,201.421,201.649,0.0020034870489619,0.2003487048961994,0.0020034843683292,1,0,0
28,"(41.482882, 2.237446)","(41.482807, 2.238914)",26.266666666666666,130.5,4.968274111675127,201.649,198.024,-0.0277777777777777,-2.7777777777777777,-0.027770636593421,0,0,0
29,"(41.482807, 2.238914)","(41.48177761431729, 2.2387817301283035)",35.06666666666666,134.6,3.838403041825095,198.024,198.784,0.0056463187729267,0.5646318772926728,0.0056462587708035,0,0,0
30,"(41.48177761431729, 2.2387817301283035)","(41.48023407352979, 2.238366675586237)",34.93333333333333,175.1,5.012404580152672,198.784,196.724,-0.0117646919394274,-1.176469193942747,-0.0117641492087628,1,0,0
31,"(41.48023407352979, 2.238366675586237)","(41.4784223702771, 2.237886046816304)",41.06666666666666,205.8,5.011363636363637,196.724,189.822,-0.0335373799701242,-3.353737997012421,-0.0335248146606142,1,0,0
32,"(41.4784223702771, 2.237886046816304)","(41.477141, 2.238451)",112.53333333333333,533.8,4.743483412322274,189.822,184.102,-0.0107156261159668,-1.071562611596689,-0.0107152160049064,1,0,0
33,"(41.477141, 2.238451)","(41.475483, 2.238242)",112.66666666666667,547.9,4.86301775147929,184.102,174.033,-0.0183774415844873,-1.837744158448736,-0.0183753731303032,0,0,0
34,"(41.475483, 2.238242)","(41.476257474080676, 2.2387624935326715)",66.8,198.6,2.9730538922155687,174.033,173.406,-0.0031570941659979,-0.3157094165997923,-0.0031570836768851,0,0,0
35,"(41.476257474080676, 2.2387624935326715)","(41.474026, 2.238668)",41.86666666666667,266.6,6.36783439490446,173.406,170.316,-0.0115904410978232,-1.1590441097823283,-0.0115899221261728,1,0,0
36,"(41.474026, 2.238668)","(41.473181, 2.239392)",30.666666666666668,197.5,6.440217391304348,170.316,163.813,-0.0329265353045886,-3.2926535304588604,-0.0329146438640243,0,0,0
37,"(41.473181, 2.239392)","(41.47117366734017, 2.2435513048676716)",59.06666666666666,461.3,7.809819413092551,163.813,124.658,-0.0848797017313926,-8.48797017313926,-0.0846767379630338,0,0,0
38,"(41.47117366734017, 2.2435513048676716)","(41.468972, 2.242223)",200.53333333333333,1110.1,5.535738031914893,124.658,100.71,-0.021572829517048,-2.1572829517048016,-0.0215694838799292,1,0,0
39,"(41.468972, 2.242223)","(41.467336016089526, 2.2426936557964643)",37.2,234.3,6.298387096774194,100.71,83.306,-0.0742808336688573,-7.428083366885736,-0.0741446658252396,0,0,0
40,"(41.467336016089526, 2.2426936557964643)","(41.465431373679266, 2.2389914622880416)",74.8,375.7,5.0227272727272725,83.306,83.428,0.0003247315622816,0.0324731562281657,0.0003247315508672,1,0,0
41,"(41.465431373679266, 2.2389914622880416)","(41.46389647345019, 2.2369009259747)",70.93333333333334,275.3,3.881109022556391,83.428,68.99,-0.0524446187433311,-5.244461874333114,-0.0523966160441585,1,0,0
42,"(41.46389647345019, 2.2369009259747)","(41.46142601250984, 2.238867922933056)",63.86666666666667,320.4,5.01670146137787,68.99,55.362,-0.0425343269414818,-4.253432694148184,-0.0425087041545094,1,0,0
43,"(41.46142601250984, 2.238867922933056)","(41.45864771021629, 2.240648603212615)",71.46666666666667,343.0,4.799440298507463,55.362,44.865,-0.0306034922252243,-3.060349222522435,-0.0305939434481773,1,0,0
44,"(41.45864771021629, 2.240648603212615)","(41.45573088876491, 2.241882442904681)",73.46666666666667,340.9,4.640199637023593,44.865,34.386,-0.0307392199810875,-3.073921998108752,-0.0307295436403815,1,0,0
45,"(41.45573088876491, 2.241882442904681)","(41.4525345165055, 2.2435076224032064)",84.13333333333333,381.1,4.529714738510302,34.386,22.649,-0.0307976946183872,-3.079769461838725,-0.0307879629722021,1,0,0
46,"(41.4525345165055, 2.2435076224032064)","(41.45084408928666, 2.2446334228451734)",51.066666666666656,210.2,4.116187989556137,22.649,16.671,-0.0284395843999483,-2.8439584399948337,-0.0284319207123032,1,0,0
47,"(41.45084408928666, 2.2446334228451734)","(41.448309463459935, 2.246284278468631)",68.13333333333333,313.4,4.599804305283757,16.671,8.705,-0.0254179949051419,-2.5417994905141943,-0.0254125230536329,1,0,0
48,"(41.448309463459935, 2.246284278468631)","(41.44708901024058, 2.2477521195123518)",42.93333333333334,182.0,4.239130434782608,8.705,5.765,-0.0161538464682442,-1.615384646824428,-0.0161524415902539,1,0,0
